numero_de_cliente,Predicted
172716713,1
92531500,1
126286246,1
109150205,1
64790954,1
193632240,1
78709208,1
34651286,1
79127018,1
101332364,1
148032715,1
83607078,1
131590655,1
72695066,1
45286495,1
148281616,1
148275250,1
194621618,1
48884676,1
90845031,1
78697858,1
164483233,1
179954271,1
77307892,1
55866996,1
195083733,1
196118057,1
104217486,1
118978051,1
161623732,1
158896612,1
103807424,1
102647360,1
135762616,1
145896755,1
192034923,1
134293762,1
76368819,1
149459119,1
136609072,1
111125804,1
142252650,1
95499221,1
175817062,1
81587639,1
101949165,1
41995998,1
191868137,1
114626711,1
154022291,1
146437708,1
145602729,1
152940741,1
72489018,1
82807166,1
174288151,1
104605598,1
127392816,1
175676518,1
161732021,1
78311463,1
121279959,1
33293889,1
159211699,1
73504986,1
195335674,1
136088915,1
104692007,1
75868499,1
113368642,1
56858990,1
169242109,1
108439791,1
134134240,1
142514303,1
177775556,1
152318985,1
151757454,1
162330376,1
97622834,1
60644013,1
177899686,1
86285975,1
104144323,1
150921094,1
177129452,1
174423010,1
178328303,1
92907384,1
60211409,1
75621206,1
109462726,1
119685445,1
83224838,1
125076480,1
192245264,1
32357777,1
95752988,1
154279858,1
113620958,1
143594581,1
161147178,1
161609510,1
175273473,1
151436040,1
88212768,1
136264347,1
101018846,1
138701616,1
179998635,1
150629793,1
42030167,1
79891429,1
39906267,1
108902844,1
76747555,1
82532337,1
82282656,1
174432455,1
115603634,1
37484355,1
156983291,1
194119324,1
174191212,1
121498363,1
164136089,1
180825905,1
193787647,1
160509296,1
77720599,1
41106698,1
61022315,1
196230048,1
134035642,1
61779570,1
151318355,1
80549198,1
116551757,1
115495255,1
64902185,1
115420286,1
36909115,1
103316352,1
140346919,1
81484472,1
56688947,1
80077333,1
120554257,1
94921750,1
196377658,1
132773991,1
121512013,1
83453556,1
151179214,1
84250093,1
108515126,1
196171363,1
113220628,1
110719196,1
127734413,1
100745951,1
155619529,1
125694317,1
143445688,1
140641911,1
156347639,1
138594314,1
43438500,1
74255352,1
151706507,1
120360161,1
94330906,1
196580557,1
174752378,1
135842954,1
123620970,1
94560236,1
33929729,1
38728883,1
42251236,1
148456565,1
154426402,1
111833415,1
120371560,1
68331803,1
156142983,1
193012034,1
131241952,1
105927681,1
78691966,1
55717304,1
107615383,1
35678958,1
176106132,1
86688842,1
157179143,1
174512803,1
108493778,1
99508481,1
164507492,1
180181953,1
145339241,1
94651945,1
193166562,1
145587471,1
146391232,1
40511353,1
56978778,1
162596865,1
122531582,1
163507020,1
75496366,1
134860978,1
31844449,1
177152429,1
143657727,1
152890425,1
96473074,1
176528255,1
165429214,1
32274665,1
135665074,1
39814727,1
156874627,1
105148969,1
186886306,1
151740814,1
82327020,1
163534931,1
156622517,1
103983014,1
91007495,1
57199620,1
122812629,1
153947874,1
143380193,1
75793451,1
165516827,1
141505373,1
151770788,1
92917145,1
192177500,1
155382796,1
66080063,1
137660965,1
177007632,1
38838169,1
82544418,1
107080786,1
95776320,1
77037169,1
154437979,1
88703238,1
93322015,1
193903012,1
63156548,1
142516939,1
207239187,1
42874067,1
93654453,1
153265115,1
97807928,1
33244512,1
82409550,1
92642691,1
165411153,1
155466204,1
38002184,1
80858897,1
88811044,1
31162765,1
66634468,1
193599325,1
61351259,1
130317861,1
135006900,1
164009521,1
62364443,1
89558765,1
106846956,1
129277457,1
184570502,1
159766549,1
63832793,1
89452617,1
132608596,1
143692843,1
195351248,1
156471868,1
138223157,1
71085679,1
141588979,1
35443075,1
34681526,1
194654050,1
159342531,1
151839036,1
37399141,1
167041770,1
193487423,1
139798830,1
83360269,1
142027939,1
37270679,1
78200134,1
143622828,1
166291137,1
107472689,1
36832508,1
42702247,1
67043553,1
116057803,1
66762980,1
135568234,1
87067184,1
85451273,1
133470726,1
71096782,1
129568127,1
192925576,1
190101942,1
66385843,1
157601108,1
56269765,1
143969764,1
154568811,1
87588151,1
177259228,1
76701207,1
61968011,1
93989921,1
200154143,1
55774123,1
137087778,1
79328072,1
149975033,1
85123839,1
177769279,1
76276262,1
96987892,1
109993010,1
160682122,1
35568833,1
39099161,1
74512840,1
78350606,1
174434360,1
31356141,1
78184382,1
62085094,1
75708256,1
165390822,1
177355397,1
83415391,1
165964483,1
113203060,1
71025771,1
179263616,1
165617635,1
32238513,1
81076423,1
68606602,1
85920513,1
150118853,1
82808173,1
118841772,1
139230528,1
99267317,1
178370614,1
196445649,1
89116518,1
174621438,1
98746251,1
90313938,1
157226014,1
64260739,1
108238511,1
87215563,1
67939930,1
153958672,1
107535430,1
74826299,1
115718684,1
75957592,1
145634687,1
128428424,1
72386177,1
145894475,1
151929698,1
84696287,1
83005644,1
130644140,1
120581526,1
160618937,1
121124631,1
204620534,1
131270821,1
129015626,1
198777097,1
195424056,1
179531527,1
107748870,1
118680917,1
164386175,1
185692005,1
82251942,1
159339846,1
79189088,1
128030482,1
155692366,1
99118582,1
43694330,1
144738695,1
174839833,1
35279348,1
69425740,1
101733849,1
175882161,1
32973137,1
138761890,1
99046879,1
148891824,1
180792161,1
192923908,1
113591508,1
168719010,1
185851972,1
153003008,1
154227204,1
91343298,1
178449305,1
152462894,1
72668122,1
112931744,1
136825996,1
131974691,1
82577056,1
142474045,1
132013301,1
124379745,1
92826147,1
133744134,1
107594302,1
102039205,1
66016700,1
192832940,1
124223835,1
105158947,1
191898042,1
199053021,1
176017276,1
77996731,1
149365852,1
177143951,1
93588209,1
155036827,1
97778951,1
175882004,1
112569569,1
177043084,1
159477843,1
93614373,1
149092454,1
142020043,1
118550658,1
99730093,1
65237475,1
165699780,1
91224636,1
166480801,1
159464500,1
118088020,1
121519524,1
147103758,1
137114682,1
87370506,1
144547471,1
82095627,1
124605729,1
178883034,1
164187865,1
125382191,1
63642132,1
125737023,1
196536854,1
128719656,1
97672142,1
175165855,1
117123020,1
120352255,1
116386876,1
47341346,1
195079430,1
162837210,1
200888777,1
39371582,1
83314523,1
195379120,1
194118328,1
106938407,1
194317220,1
99632384,1
138825559,1
63278635,1
193535172,1
56682206,1
135147562,1
87592493,1
113355081,1
38892669,1
121771060,1
180084441,1
159591156,1
135045628,1
139810042,1
151769919,1
89769738,1
90367806,1
93857955,1
117490070,1
132496556,1
194524304,1
134896035,1
75450837,1
31728027,1
160398125,1
90050844,1
127138506,1
122748181,1
68811949,1
113209218,1
42840530,1
106576469,1
112226887,1
193601930,1
53321931,1
176964087,1
125465095,1
157433671,1
136842054,1
93914468,1
78444466,1
119612608,1
195240166,1
119180773,1
119306127,1
43409503,1
185198604,1
34798422,1
160259032,1
81031486,1
163133653,1
75054138,1
180518369,1
126770706,1
89728749,1
87803476,1
97397708,1
42135880,1
37031617,1
120476297,1
112059893,1
58130679,1
185423335,1
135156691,1
149971529,1
119081741,1
63344129,1
120410545,1
75170501,1
38532438,1
157187335,1
147852200,1
95367570,1
147569080,1
84345334,1
132598944,1
135921763,1
184958447,1
62733744,1
92687805,1
149586911,1
56210024,1
39982767,1
175429512,1
184512666,1
40497309,1
151747397,1
88327463,1
61148972,1
90621248,1
57738273,1
45225313,1
196600464,1
99200549,1
187330685,1
74789060,1
136485071,1
128980066,1
178360676,1
74835921,1
64633139,1
66803406,1
65895471,1
150129492,1
99266379,1
101769498,1
156910285,1
135535398,1
115741364,1
96405280,1
63865432,1
185528989,1
124964736,1
149887707,1
94317592,1
194802824,1
83712939,1
86486880,1
159410769,1
157612705,1
185619059,1
169607985,1
174042043,1
128941752,1
137397121,1
198642929,1
183719298,1
119253009,1
196313831,1
57968186,1
177658384,1
125279912,1
152358177,1
63018166,1
129303009,1
129494736,1
62757431,1
111356605,1
136235390,1
98159612,1
192816754,1
39844711,1
166716388,1
140016198,1
198674374,1
159585096,1
196591117,1
92489801,1
59476765,1
81839817,1
144507776,1
89989978,1
123976335,1
152489068,1
194087811,1
145187565,1
71470140,1
177684973,1
42384377,1
96681954,1
107868667,1
74470223,1
181310513,1
38449988,1
74980018,1
44591319,1
120952811,1
104909483,1
155191968,1
115043208,1
124061983,1
153158671,1
162873717,1
162302810,1
133623567,1
183015566,1
64708464,1
134726051,1
37205569,1
120108832,1
59036649,1
146135125,1
110342937,1
114288795,1
84728522,1
106969378,1
141367761,1
200324799,1
125943584,1
35562724,1
43978061,1
32287032,1
143378160,1
42376679,1
156837241,1
104042903,1
94748005,1
94296037,1
194480680,1
45465736,1
62269675,1
100698429,1
66920075,1
110773509,1
185388989,1
84968797,1
74009836,1
147854065,1
90086542,1
163748233,1
37461784,1
143625285,1
73742833,1
135278443,1
121241892,1
41645331,1
37093253,1
65009299,1
161819121,1
125734910,1
194230042,1
155288561,1
67122431,1
93926243,1
151794643,1
76670355,1
159502201,1
106712384,1
155455269,1
162739974,1
200504356,1
159508143,1
41897154,1
113498329,1
101710389,1
196252393,1
40145132,1
194962672,1
40570817,1
38807771,1
144282887,1
96301333,1
154313938,1
103868240,1
141946544,1
198608040,1
195435762,1
105563828,1
142783526,1
37905788,1
116781670,1
162110590,1
114258535,1
81054887,1
106759442,1
123830363,1
84859235,1
45611520,1
160056903,1
32164402,1
103078692,1
152256362,1
196216951,1
37999065,1
63279760,1
195294656,1
205225353,1
113358536,1
144576754,1
79552220,1
96280676,1
195322903,1
60681360,1
98046743,1
75947989,1
196415409,1
31660845,1
176617595,1
37446742,1
119318533,1
83654610,1
121229821,1
126473946,1
109540578,1
86374150,1
152919876,1
149476529,1
162558502,1
40658025,1
95538975,1
84739072,1
69699029,1
160865786,1
157249010,1
195400379,1
141504781,1
162181572,1
165313247,1
152738226,1
196117564,1
195323288,1
90793038,1
109375726,1
101217245,1
156016810,1
95625088,1
159626835,1
100199925,1
87127418,1
156476576,1
103599836,1
91525787,1
79026328,1
35681899,1
132342926,1
177611484,1
77130131,1
196071345,1
178233782,1
112617042,1
161251164,1
196621960,1
135522656,1
36721859,1
162126233,1
57093354,1
92027824,1
100743474,1
199551160,1
34579188,1
111369139,1
97507912,1
149518564,1
95887589,1
100562574,1
175126485,1
185158148,1
103573208,1
96365821,1
97398705,1
164533469,1
163841906,1
159600967,1
136968938,1
152145023,1
148294388,1
106884648,1
118772359,1
128755394,1
61839133,1
177548664,1
72461226,1
152111664,1
132735026,1
149426273,1
75246151,1
134679259,1
149376511,1
135475933,1
161145234,1
31265163,1
98972147,1
73879576,1
198697873,1
134430180,1
111987016,1
61485703,1
105252235,1
36599891,1
118240111,1
204754751,1
135702618,1
99190670,1
102644459,1
113038987,1
176151385,1
87777677,1
36034234,1
144376175,1
85133995,1
74972063,1
104056069,1
82360883,1
98017332,1
36538719,1
41820556,1
99494219,1
63815936,1
145826987,1
36858583,1
39640588,1
58250052,1
91911600,1
86268279,1
79588175,1
38322078,1
134953723,1
42960397,1
132359922,1
76188482,1
129562817,1
64698160,1
142089368,1
82176953,1
195465361,1
42324459,1
60197226,1
148555488,1
177424563,1
191998287,1
68293805,1
112822300,1
199037901,1
66515737,1
103761589,1
66737309,1
35200243,1
124485804,1
95521506,1
54812597,1
125118840,1
147565557,1
115115601,1
143205916,1
121459891,1
68199037,1
73192948,1
82167419,1
118293091,1
69957337,1
86684233,1
113639207,1
91973364,1
196127266,1
78189208,1
117072063,1
151979836,1
199088640,1
83732136,1
112096480,1
95273562,1
146654701,1
102087694,1
92023945,1
41864101,1
155864581,1
163842340,1
125504870,1
120574618,1
143929062,1
72536304,1
108338509,1
56029499,1
207090531,1
198957997,1
182907691,1
161868745,1
80441817,1
40510810,1
31284764,1
82685701,1
159178271,1
173506923,1
157065159,1
182505998,1
81736472,1
128654833,1
123497827,1
95660036,1
87324701,1
145008668,1
73315904,1
87724173,1
144847241,1
107264776,1
163838609,1
62642440,1
154456129,1
72387322,1
127173218,1
125095794,1
43772103,1
82775939,1
150604171,1
160626912,1
192002926,1
195322982,1
174951418,1
138556306,1
59334879,1
156543669,1
195493588,1
176788033,1
175590258,1
158137669,1
71305386,1
95649209,1
152880842,1
71761856,1
81749678,1
91362573,1
125404891,1
96242639,1
80650747,1
97598831,1
116119992,1
141133190,1
122797243,1
142316398,1
84467727,1
96483260,1
59527060,1
82072098,1
77593597,1
105826735,1
161890744,1
174250272,1
192453967,1
40819551,1
102110720,1
119380741,1
82725930,1
45209591,1
93875750,1
194741869,1
84644245,1
33667928,1
108844100,1
61890021,1
36897410,1
192421032,1
94892230,1
71948815,1
160505614,1
64428355,1
196071976,1
162414712,1
83326436,1
204818301,1
56445602,1
78717834,1
120720372,1
37962962,1
94864279,1
199939233,1
150214943,1
89333758,1
116536124,1
40581269,1
125936122,1
174080761,1
38366787,1
32548369,1
192841763,1
125223724,1
178440708,1
66637310,1
148123643,1
72405423,1
88590182,1
73647917,1
97493828,1
38599986,1
75368969,1
182586416,1
152127643,1
142117456,1
131453606,1
42678264,1
158020004,1
143109105,1
105008466,1
196233857,1
164288417,1
134571078,1
118017966,1
79161384,1
95658615,1
41836555,1
102377654,1
85374329,1
84026724,1
126621379,1
69234625,1
89637061,1
92498496,1
155431848,1
89329879,1
196538838,1
143600937,1
114322806,1
114086152,1
111607214,1
64384405,1
109741000,1
56376347,1
162064035,1
72276842,1
72272361,1
175369110,1
152858625,1
166449080,1
76051649,1
89076447,1
111257465,1
75996626,1
206452076,1
78659919,1
131676827,1
117500285,1
118433881,1
164683763,1
155434878,1
86816249,1
199195390,1
88716039,1
164741323,1
206914802,1
195373879,1
115246798,1
88853681,1
33118862,1
68270276,1
75764138,1
113505000,1
194293661,1
126333147,1
108310608,1
195397823,1
178671736,1
154298976,1
102319235,1
131751964,1
195154932,1
97094089,1
157593420,1
176264165,1
191618377,1
113224950,1
179472714,1
126067684,1
156829986,1
189512233,1
132274421,1
77218266,1
123182315,1
163886171,1
35193186,1
81768696,1
199386525,1
107549987,1
195701728,1
144955155,1
79746750,1
114447291,1
78773459,1
167164883,1
93576434,1
126748025,1
80962508,1
72072195,1
85055265,1
105981934,1
32883116,1
128721206,1
65009536,1
155563598,1
135003367,1
205533354,1
81691733,1
104869768,1
126773459,1
205665922,1
42107446,1
180476610,1
191743415,1
204885010,1
88776490,1
107449436,1
56838343,1
131485139,1
180129062,1
194873787,1
157179291,1
207306547,1
134996606,1
39958537,1
75493740,1
175297348,1
136407604,1
160463728,1
76410449,1
204812695,1
126919776,1
112165853,1
100611567,1
43694567,1
149036829,1
177091820,1
166900378,1
153053205,1
73226929,1
109827487,1
164845941,1
181377103,1
87839006,1
153344121,1
75589703,1
179248259,1
116167356,1
79666905,1
38109476,1
85812234,1
113102617,1
97563350,1
193600242,1
203894654,1
89698953,1
42598705,1
91863031,1
136267732,1
97906703,1
193230498,1
196257130,1
38837172,1
198690698,1
158352067,1
108391934,1
157120735,1
77314366,1
121745784,1
145560942,1
150197909,1
71665617,1
73201633,1
200343383,1
111062500,1
106997684,1
160166179,1
156104215,1
185274590,1
154845564,1
32422867,1
100226475,1
117377517,1
130112139,1
103881377,1
205940880,1
123780768,1
176388867,1
107312535,1
99189910,1
37490761,1
160754733,1
175266091,1
142015681,1
154208333,1
154077541,1
64058432,1
118588429,1
97928337,1
66393511,1
43177340,1
128895701,1
116265460,1
95017495,1
73661577,1
41595727,1
87566053,1
112850350,1
84697077,1
173339455,1
36011603,1
76655205,1
143864682,1
180727328,1
107734253,1
178519369,1
183190633,1
97332539,1
75993853,1
159834432,1
61905151,1
196455400,1
154116053,1
143598331,1
76852252,1
178080586,1
142430214,1
196241388,1
85497334,1
157073953,1
70698041,1
64999913,1
135597527,1
111821522,1
91575253,1
196387458,1
35123063,1
107293536,1
192523636,1
124733748,1
77329635,1
36885557,1
96835950,1
93665586,1
96193498,1
178808203,1
83304229,1
164609958,1
60875278,1
99094431,1
71780726,1
81724678,1
56386286,1
156718549,1
136037899,1
32921855,1
195294745,1
195467048,1
143597482,1
67918612,1
59651042,1
135522518,1
143303980,1
139062034,1
196141152,1
89177719,1
114770442,1
204323271,1
152955742,1
180936751,1
105768346,1
171570349,1
162500242,1
87458040,1
106649771,1
34876589,1
166280389,1
60444213,1
115814054,1
155926325,1
92709074,1
62233088,1
108242310,1
174356104,1
88621202,1
78557177,1
163500013,1
97533978,1
87845510,1
92928189,1
131601778,1
147490390,1
138501786,1
33697448,1
204990831,1
70753439,1
108127389,1
80931053,1
89148940,1
76326903,1
77632829,1
32316818,1
205925138,1
141557238,1
116250774,1
37021777,1
142546912,1
35794936,1
82520859,1
87014717,1
